Account,date,total_closed_pnl,mean_closed_pnl,trade_count,total_size_usd,performance_category,value,classification,sentiment_score,classification_score
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-13,3944.7294389999997,78.89458877999999,50,217121.19,high,61.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-14,104.68064,11.631182222222222,9,42271.19,medium,63.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-18,-607.1114588800001,-18.39731693575758,33,255051.3,low,77.0,Extreme Greed,90,90
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-20,15675.11500815998,38.325464567628316,409,683441.43,high,76.0,Extreme Greed,90,90
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-22,548.62199,15.674914,35,80548.71,medium,84.0,Extreme Greed,90,90
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-24,2322.0978987199937,16.949619698686085,137,175718.74,high,75.0,Extreme Greed,90,90
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-27,2582.715893,20.1774679140625,128,253685.34,high,71.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-28,1150.332823,31.090076297297298,37,121182.37000000001,high,72.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-29,45.381082,1.2605856111111111,36,47911.02,medium,72.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-30,4185.332181719993,31.23382225164174,134,290703.24,high,70.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-31,4317.600149719993,25.102326451860424,172,394910.55,high,76.0,Extreme Greed,90,90
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,9609.447365,64.92869841216216,148,595897.22,high,68.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,13956.514501959988,39.76214957823358,351,1032269.1,high,44.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,1985.815595,26.129152565789475,76,121983.85,high,72.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-05,14.590934,0.7295467,20,42145.06,medium,54.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-06,2101.7174387599935,28.790649846027307,73,341318.58,high,49.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-07,1799.5124897199935,31.026077408965406,58,231829.37,high,44.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-08,235.47104,117.73552,2,13764.55,medium,44.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-09,627.556755,8.838827535211268,71,108650.81999999999,medium,46.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-10,990.674468,17.08059427586207,58,153563.73,medium,43.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-11,1053.5230999999999,210.70461999999998,5,36934.96,high,47.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-12,-4783.12816256,-40.53498442847458,118,348457.81,low,46.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-13,2390.12335,23.664587623762376,101,129157.99,high,50.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-15,462.740727,16.526454535714286,28,108503.92,medium,50.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-16,14.54605,2.90921,5,1706.16,medium,54.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-18,3112.721339,23.761231595419847,131,314138.47000000003,high,47.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,778.48543852,3.5225585453393666,221,356494.68,medium,44.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-20,1727.154021,25.031217695652174,69,145023.33,high,49.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-21,2720.828056,14.472489659574467,188,282910.54,high,55.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-22,1437.17482,11.87747785123967,121,265560.55,high,49.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-23,2917.78851552,23.342308124160002,125,295546.9,high,50.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-25,3622.6256409999996,45.85602077215189,79,189206.48,high,25.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-26,5303.037252,61.663223860465116,86,342731.13,high,21.0,Extreme Fear,10,10
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-02,948.6016900000001,79.05014083333334,12,47082.770000000004,medium,26.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-03,-330.92062048,-3.276441786930693,101,102889.35,low,33.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-05,-140.76689048,-70.38344524,2,85842.95999999999,low,20.0,Extreme Fear,10,10
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-08,556.480533,30.91558516666667,18,28328.35,medium,28.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-11,23192.026793439985,136.4236870202352,170,544456.68,high,24.0,Extreme Fear,10,10
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-12,788.209533,32.842063875,24,49275.18,medium,34.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-13,216.69714,10.834857,20,79978.34,medium,45.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-15,500.116094,15.15503315151515,33,44620.25,medium,46.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-16,941.32505,62.755003333333335,15,31065.52,medium,30.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-17,5845.632627,38.458109388157894,152,196439.4,high,32.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-18,82.269533,5.876395214285714,14,8544.52,medium,34.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-19,106.886191,2.485725372093023,43,50142.5,medium,32.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-20,646.76766,20.211489375,32,30907.17,medium,49.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-22,4462.921835,70.84002912698413,63,61012.3,high,32.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-24,80.95313,3.1135819230769233,26,4664.160000000001,medium,45.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-25,520.971268,17.96452648275862,29,75813.27,medium,46.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-26,96.945218,1.227154658227848,79,109409.06,medium,47.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-29,133.123947,1.6039029759036143,83,42161.72,medium,26.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-31,1239.24045,23.831547115384616,52,49526.1,high,34.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-02,90.98474,8.27134,11,32179.99,medium,44.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-06,3370.85855,86.43227051282051,39,154160.34,high,34.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-08,948.85929,22.066495116279068,43,48011.8,medium,24.0,Extreme Fear,10,10
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-09,1593.7933500000001,106.25289000000001,15,58405.28,high,18.0,Extreme Fear,10,10
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-12,1442.90516,32.793299090909095,44,61443.590000000004,high,43.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-14,1828.36966,45.709241500000005,40,124998.53,high,31.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-15,1208.695445,33.57487347222222,36,58792.0,high,38.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-16,1674.357543,47.83878694285715,35,93770.65999999999,high,29.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-18,471.89234,78.64872333333334,6,24291.37,medium,33.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-19,1403.177311,25.512314745454542,55,63371.38,high,32.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-20,-111.77234,-2.149468076923077,52,60112.75,low,37.0,Fear,30,30
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-22,2933.203058,8.970039932721713,327,117072.94,high,47.0,Neutral,50,50
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-23,6439.07977,41.8122062987013,154,368639.17,high,72.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-24,1250.2581989999999,43.11235168965517,29,72627.81,high,63.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-25,1113.013801,11.242563646464648,99,76976.78,high,60.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-26,3291.144446,29.125172088495574,113,158243.33,high,65.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-27,471.712989,5.683289024096386,83,120476.39,medium,61.0,Greed,70,70
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-28,728.966777,22.08990233333333,33,34724.43,medium,54.0,Neutral,50,50
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-25,14.21524,3.55381,4,6754.21,medium,73.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-29,0.0,0.0,4,43278.42,low,73.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-30,838.9844760000001,69.915373,12,48828.85,medium,65.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2024-12-31,0.0,0.0,1,8056.83,low,64.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-01,0.0,0.0,3,22667.48,low,66.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-02,1008.518954,112.05766155555555,9,60827.07,high,70.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-03,937.789615,36.06883134615385,26,51369.17,medium,74.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-05,1093.05677,156.15096714285713,7,12797.13,high,72.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-06,1023.3153137199935,1023.3153137199935,1,12912.0,high,76.0,Extreme Greed,90,90
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-07,0.0,0.0,1,5768.6,low,78.0,Extreme Greed,90,90
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-08,0.0,0.0,11,23615.29,low,70.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-09,0.0,0.0,1,9563.74,low,69.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-13,1599.9945867199935,399.9986466799984,4,30182.67,high,61.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-15,1023.3153137199935,1023.3153137199935,1,11647.74,high,70.0,Greed,70,70
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-19,0.0,0.0,1,99.88,low,77.0,Extreme Greed,90,90
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-24,-233.05260948,-116.52630474,2,16898.940000000002,low,45.0,Neutral,50,50
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-26,0.0,0.0,3,16897.370000000003,low,47.0,Neutral,50,50
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-03-28,1130.350383,188.3917305,6,18027.760000000002,high,44.0,Fear,30,30
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-08,246.8944,9.495938461538461,26,56053.090000000004,medium,24.0,Extreme Fear,10,10
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-09,3063.36875104,3.83400344310388,799,2791902.19,high,18.0,Extreme Fear,10,10
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-10,-362.53263548,-3.4526917664761907,105,644130.0,low,39.0,Fear,30,30
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-11,2550.108815,9.140174964157707,279,655093.27,high,25.0,Fear,30,30
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-12,303.170149,2.5264179083333334,120,435988.27,medium,43.0,Fear,30,30
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-13,409.12310951999996,4.352373505531914,94,427208.05,medium,45.0,Neutral,50,50
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-17,425.687612,12.52022388235294,34,251215.42,medium,30.0,Fear,30,30
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-04-22,119.0,23.8,5,182701.01,medium,47.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-17,0.0,0.0,14,29998.86,low,87.0,Extreme Greed,90,90
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-18,0.0,0.0,1,4999.94,low,81.0,Extreme Greed,90,90
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-27,453.853206,15.650110551724138,29,24999.01,medium,74.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-28,343.092145,343.092145,1,4999.89,medium,72.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-29,768.814445,192.20361125,4,7673.17,medium,73.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-30,1211.511836,201.91863933333332,6,5681.31,high,65.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-12-31,306.563532,102.187844,3,1028.46,medium,64.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-02,739.18423,246.3947433333333,3,3012.4900000000002,medium,70.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-22,-179.521683,-29.9202805,6,11242.93,low,84.0,Extreme Greed,90,90
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-25,-1494.20143328,-51.524187354482756,29,130058.37,low,75.0,Extreme Greed,90,90
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-26,0.0,0.0,26,25001.07,low,73.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-27,0.0,0.0,22,14999.84,low,71.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-28,0.0,0.0,17,9999.78,low,72.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-29,0.0,0.0,7,6999.64,low,72.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-30,0.0,0.0,37,17999.63,low,70.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-01-31,0.0,0.0,48,30032.41,low,76.0,Extreme Greed,90,90
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-01,0.0,0.0,18,13921.36,low,68.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-02,0.0,0.0,30,40000.12,low,60.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-03,13273.58070115998,111.54269496773094,119,42245.02,high,44.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,0.0,0.0,45,30451.71,low,72.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-05,0.0,0.0,25,14999.82,low,54.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-06,0.0,0.0,17,7999.759999999999,low,49.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-07,0.0,0.0,9,5999.86,low,44.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-08,0.0,0.0,5,4999.92,low,44.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-09,0.0,0.0,87,12000.32,low,46.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-10,24.634532000000036,0.28981802352941216,85,59404.15,medium,43.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-11,0.0,0.0,13,9999.93,low,47.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-12,0.0,0.0,23,24999.670000000002,low,46.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-13,-1913.89132984,-41.606333257391306,46,43595.9,low,50.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-14,8604.875313719993,27.668409368874574,311,847863.59,high,48.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-15,20678.12692631996,115.52026215821208,179,432960.07,high,50.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-16,0.0,0.0,3,9999.890000000001,low,54.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-17,0.0,0.0,6,15019.05,low,51.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-18,0.0,0.0,13,24999.7,low,47.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,0.0,0.0,17,14999.82,low,44.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-20,0.0,0.0,31,34999.78,low,49.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-21,0.0,0.0,38,24999.690000000002,low,55.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-23,0.0,0.0,4,4999.92,low,50.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-25,8439.547799439986,216.3986615241022,39,24999.87,high,25.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-26,1023.3153137199935,1023.3153137199935,1,4999.92,high,21.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-28,3309.75,472.82142857142856,7,5000.0,high,16.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-02,0.0,0.0,2,4999.95,low,26.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-03,0.0,0.0,8,4999.95,low,33.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-04,4656.973361719994,291.0608351074996,16,14999.91,high,15.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-07,0.0,0.0,12,149999.77,low,34.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-08,0.0,0.0,38,99997.82,low,28.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-09,1961.4724547199935,392.2944909439987,5,4999.95,high,27.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-10,3203.8029227199936,228.84306590857096,14,54999.92,high,20.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-11,0.0,0.0,8,4999.9400000000005,low,24.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-12,-140.76689048,-12.796990043636363,11,54999.26,low,34.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-13,0.0,0.0,37,69999.58,low,45.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-14,584.05178,584.05178,1,9999.89,medium,27.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-15,763.755281,42.43084894444444,18,39998.04,medium,46.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-16,2840.2293624399867,405.74705177714094,7,19998.62,high,30.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-17,0.0,0.0,72,109999.59,low,32.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-18,0.0,0.0,59,75204.56,low,34.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-19,3036.68886,27.859530825688076,109,164794.05,high,32.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-20,1269.76889904,105.81407492,12,91079.65000000001,high,49.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-22,3082.76165,162.25061315789472,19,9999.93,high,32.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-23,2046.630627439987,1023.3153137199935,2,9999.92,high,30.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-24,2959.70014352,62.97234347914893,47,94995.22,high,45.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-25,2164.09548,360.68258,6,39997.490000000005,high,46.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-26,619.572648,619.572648,1,9998.76,medium,47.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-27,24419.88109375995,381.5606420899992,64,68601.29,high,40.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-28,11764.71688115998,405.67989245379243,29,32999.21,high,44.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-29,12401.07099031996,144.1984998874414,86,99999.07,high,26.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-30,6004.1421366799805,193.68200440903163,31,70041.15,high,32.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-03-31,2483.465859439987,310.4332324299984,8,39999.89,high,34.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-01,3202.7243737199933,246.3634133630764,13,123441.06,high,34.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-02,4086.3310451599805,583.7615778799972,7,14999.990000000002,high,44.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-03,0.0,0.0,85,478472.76,low,25.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-04,2827.7115437199936,41.58399328999991,68,63381.48,high,28.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-06,4446.955343439987,317.6396673885705,14,189998.6,high,34.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-07,0.0,0.0,51,139954.52,low,23.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-08,0.0,0.0,8,149999.02000000002,low,24.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-09,-275.98685092,-5.110867609629629,54,441098.03,low,18.0,Extreme Fear,10,10
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-10,3146.4016369599867,35.35282738157289,89,280478.95,high,39.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-11,-2935.10964916,-12.332393483865546,238,677582.5,low,25.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-12,0.0,0.0,22,59999.380000000005,low,43.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-13,0.0,0.0,18,39998.6,low,45.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-15,3204.26268,41.613801038961036,77,209997.71,high,38.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-16,912.29492,23.392177435897437,39,149999.52,medium,29.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-17,0.0,0.0,96,189999.95,low,30.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-18,0.0,0.0,46,162886.99,low,33.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-19,0.0,0.0,96,337108.33999999997,low,32.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-21,0.0,0.0,18,47745.34,low,39.0,Fear,30,30
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-22,0.0,0.0,49,172251.86,low,47.0,Neutral,50,50
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-23,51631.685883559956,41.5714057033494,1242,2496855.07,high,72.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-24,793.54148904,13.681749811034482,58,76524.95,medium,63.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-25,-930.88544144,-23.868857472820512,39,59516.6,low,60.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-26,-1749.10047184,-109.31877949,16,34357.46,low,65.0,Greed,70,70
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-04-27,-99.444041,-8.287003416666666,12,9221.43,low,61.0,Greed,70,70
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-11-29,0.0,0.0,3,2004.8999999999999,low,78.0,Extreme Greed,90,90
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-01,0.0,0.0,3,2998.76,low,81.0,Extreme Greed,90,90
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-02,0.0,0.0,6,2043.92,low,80.0,Extreme Greed,90,90
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-04,33.26141600000001,3.326141600000001,10,6696.09,medium,78.0,Extreme Greed,90,90
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-05,0.0,0.0,2,588.53,low,84.0,Extreme Greed,90,90
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-06,0.0,0.0,1,292.11,low,72.0,Greed,70,70
