Account,date,total_closed_pnl,mean_closed_pnl,trade_count,total_size_usd,performance_category,value,classification,sentiment_score,classification_score
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1473.2450880000001,12.810826852173914,115,50553.15,high,74.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,1.724575465116279,43,12309.66,medium,72.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,17.496513619565217,92,43522.47,high,73.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,4.080494152542373,59,31326.61,medium,65.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,0.9867491818181818,99,53653.47,medium,64.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,1.1115435,16,10126.42,medium,66.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,7.525297377777777,90,49367.17,medium,70.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,8.300547196078432,102,32800.7,medium,74.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,1.2886258771929824,57,35836.36,medium,73.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,0.2261777105263158,38,16718.76,medium,72.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,6.6624276785714285,84,34855.47,medium,76.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,7.231446624999999,40,52479.39,medium,78.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1426.80809252,7.629989799572193,187,98159.5,high,70.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,2.943030747368421,95,47362.46,medium,69.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-9.389708480000007,-0.09680111835051552,97,56878.56,low,50.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,1.8305322564102573,39,18892.82,medium,69.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,2.3563022499999997,44,12408.44,medium,62.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,3.2601401940298507,67,36198.159999999996,medium,61.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,12.567126645569621,79,38267.17,high,63.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.155853,5.016053513888888,72,57030.04,medium,70.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,3.6275419886363633,88,41126.4,medium,75.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,9.9633972,50,27936.4,medium,75.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.105046,9.032501352941177,34,19851.68,medium,77.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,20.06454551851852,27,23085.75,medium,77.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,34.28703712121212,66,74679.35,high,76.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,22.140147538461537,13,8391.970000000001,medium,76.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.6138889999997,29.26136621428571,98,57621.06,high,84.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,16.1727365,26,13030.16,medium,75.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,13.838139974999999,40,23353.56,medium,75.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,459.26020852,12.757228014444443,36,21878.85,medium,75.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,29.774369166666663,18,10555.17,medium,73.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,15.612357012048193,83,49840.7,high,71.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,11.062852139534884,43,24844.39,medium,72.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,2.995360857142857,14,6247.03,medium,72.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,784.30019152,17.825004352727273,44,27933.38,medium,70.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.582241,8.571618263157895,57,24289.19,medium,76.0,Extreme Greed,90,90
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.448209,15.95297603030303,33,16189.18,medium,68.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,188.49033108,1.7452808433333333,108,51360.13,medium,60.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,13.411629307692307,182,115299.86,high,44.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,25.717089882352944,34,13258.83,medium,72.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,10.907563333333334,3,1295.7,medium,54.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,14.64559415873016,63,26120.86,medium,49.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,7.418410352941176,17,4899.89,medium,44.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,78.902492,3.586476909090909,22,11717.3,medium,44.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.027954,13.035446689655172,29,10230.31,medium,46.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,0.73787,6,3127.92,medium,43.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,18.524604823529412,17,7756.45,medium,47.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,117.09923500000001,23.419847,5,3308.29,medium,46.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,534.854304,11.379878808510638,47,18034.65,medium,50.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,739.76345952,15.739648074893616,47,14832.36,medium,48.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,231.07204,11.003430476190475,21,7711.28,medium,50.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,278.922501,6.802987829268293,41,16262.4,medium,54.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482565,1.4986588461538461,13,5099.0599999999995,medium,51.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,6.234093888888889,54,22450.65,medium,47.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.261197,4.057327136363636,22,6685.82,medium,44.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,12.924882230769231,13,4923.85,medium,49.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,11.051776266666668,15,4523.86,medium,55.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,1.7512862222222223,18,6183.66,medium,49.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,17.436828,7,2589.9500000000003,medium,50.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,15.075360620689654,29,15768.59,medium,49.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,18.187288715789474,190,97378.41,high,25.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,-7.171364142857143,28,16892.92,low,21.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,-10.880080999999999,18,5942.13,low,10.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.170538,13.143247014084507,71,36506.49,medium,16.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,4.059003481481481,27,16664.18,medium,20.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.12092600000005,16.624806000000003,21,23240.57,medium,26.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,11.394458363636364,33,19510.13,medium,33.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,13.88333378125,32,16090.35,medium,15.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,20.15158361904762,21,11551.92,medium,20.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,8.57721,12,8915.96,medium,25.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,12.607589532258066,62,28747.42,medium,34.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,3.850358064516129,31,13947.75,medium,28.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,0.0,8,6621.2300000000005,low,27.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,0.0,16,11749.710000000001,low,20.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,8.33865971875,32,16147.32,medium,24.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,11.24492057142857,7,5169.82,medium,34.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,-0.14080444444444437,9,3280.19,low,45.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,5.6198106388888895,36,30148.420000000002,medium,46.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,-0.9060691428571429,7,3988.83,low,30.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,-10.425696,3,2116.03,low,32.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,-0.23446408333333327,12,5824.6900000000005,low,32.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-91.28415048000002,-4.564207524000001,20,15384.77,low,49.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,6.520783333333333,6,2966.76,medium,31.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-995.16421544,-90.46947413090909,11,3748.62,low,32.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,0.0,2,748.95,low,30.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-136.79609896,-5.4718439584,25,13629.9,low,45.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,29.31782666666666,3,1133.4299999999998,medium,46.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,23.095,3,2249.9,medium,47.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,0.0,3,750.22,low,32.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,49.8867205,16,7544.88,medium,34.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-412.72553195999996,-21.722396418947366,19,4701.35,low,34.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,23.25161625,4,1623.71,medium,44.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,0.5037167142857143,14,8893.3,medium,25.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,0.0,2,1749.56,low,28.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-79.89129348,-3.1956517392,25,14666.43,low,30.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-255.15997096,-17.01066473066667,15,9920.72,low,34.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-877.6084782400001,-18.283509963333334,48,27343.420000000002,low,23.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-465.7448532800001,-11.089163173333336,42,29440.15,low,24.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,809.4190662399999,14.453911897142856,56,35736.87,medium,18.0,Extreme Fear,10,10
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,12.287259904761905,21,10926.67,medium,39.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,648.21931952,23.15068998285714,28,10608.06,medium,25.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,75.75415290243903,41,22557.87,high,43.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,18.85870430769231,26,15647.84,medium,45.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,37.68132242857143,7,2644.28,medium,31.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,1.5475151818181816,11,8458.880000000001,medium,29.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,5.850890862068964,29,13239.61,medium,30.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,32.0641095,2,750.15,medium,32.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,0.602488904761905,21,12197.01,medium,37.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,-0.17919416666666668,12,2999.74,low,39.0,Fear,30,30
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-275.94513448,-19.710366748571428,14,4813.67,low,47.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,11.371563177777778,45,15144.58,medium,72.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,14.62069325,24,9505.03,medium,63.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,0.0,7,2749.86,low,60.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,8.200410722222223,18,5200.49,medium,65.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,27.783341615384618,13,4819.25,medium,61.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,16.26895066666667,9,3247.21,medium,54.0,Neutral,50,50
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,4.356486142857142,7,2498.8,medium,60.0,Greed,70,70
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,5.340757714285714,7,2093.09,medium,53.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,0.0,1,24979.8,low,83.0,Extreme Greed,90,90
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,6680.423472719994,75.06093789573026,89,453044.78,high,75.0,Extreme Greed,90,90
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,43173.87662095987,181.40284294520953,238,2291660.29,high,74.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,19.852595833333332,18,129430.5,medium,74.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,58.61017342105263,38,248389.74,high,65.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,0.0,139,700570.35,low,70.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,22937.342253479943,238.93064847374941,96,744503.38,high,69.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685,104.17661111111111,27,113287.72,high,50.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,2.377981233333333,390,323771.05,medium,62.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,0.0,23,157438.69,low,61.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,3005.6306274399867,751.4076568599967,4,171402.19999999998,high,75.0,Extreme Greed,90,90
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,50.658994066666665,30,117502.78,high,77.0,Extreme Greed,90,90
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-1334.11588844,-31.025950893953485,43,111655.81999999999,low,76.0,Extreme Greed,90,90
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,0.0,13,19999.92,low,49.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,20.889603170731707,41,240953.5,medium,49.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,52.42741894883721,215,1211478.04,high,25.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,12549.004423439987,250.98008846879972,50,422136.07999999996,high,21.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,41.943285833333334,12,100537.42,medium,10.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,17654.29913359997,198.3629116134828,89,1322353.09,high,16.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,0.0,19,199936.29,low,33.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,0.0,155,860142.5499999999,low,15.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,2041.3287197199934,136.08858131466621,15,145280.13,high,25.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,0.0,57,100077.85,low,34.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,0.0007642105263157895,114,637344.88,medium,20.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,0.0,84,270186.14,low,24.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,0.0,15,65244.9,low,45.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,24.818421948717948,195,630536.58,high,49.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,0.0,17,24999.85,low,31.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4341.273043719993,81.91081214566026,53,69357.39,high,32.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,38.12038107894737,76,302986.27,high,30.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,28755.388440759947,155.43453211221592,185,1176763.62,high,45.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,18953.250127199935,379.06500254399873,50,639865.76,high,46.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,66.15321344285715,140,689410.4500000001,high,47.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,13.681426086956522,23,350341.06,medium,26.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,4113.739183719994,195.89234208190447,21,255386.44,high,32.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,101.0810849787234,47,444763.7,high,34.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,27.762824875,16,599582.17,medium,44.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,0.0,60,999996.66,low,25.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,0.0,51,421466.09,low,28.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,25070.561868039953,245.78982223568582,102,527928.11,high,30.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,0.0,103,567374.5700000001,low,34.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,12009.49198515998,63.542285635767094,189,1470763.94,high,23.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,73.66666666666667,3,156825.0,medium,24.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,40059.693781639864,138.136875109103,290,5201395.47,high,18.0,Extreme Fear,10,10
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,26155.703485919927,117.81848417081048,222,5798272.0200000005,high,39.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,23171.67130723989,313.13069334107956,74,1804870.08,high,25.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,0.0,68,1147722.14,low,43.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,9969.893982319962,131.1828155568416,76,2046340.19,high,31.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,0.0,51,171059.99,low,38.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,1023.3153137199935,1023.3153137199935,1,166444.0,high,29.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,-18.333333333333332,6,169642.0,low,30.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-588.9997604800001,-25.608685238260872,23,702502.7,low,39.0,Fear,30,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,22.0,6,91292.99,medium,47.0,Neutral,50,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2745.133994039987,22.687057801983364,121,811877.66,high,72.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,19.967278695652173,23,101376.46,medium,63.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,0.0,3,189428.0,low,60.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,1.167713024390244,41,282780.0,medium,65.0,Greed,70,70
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,510.0,102.0,5,376290.0,medium,56.0,Greed,70,70
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,0.0,7,6000.799999999999,low,81.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,65.480454,1,6066.28,medium,88.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,42.30354,8,26339.81,medium,83.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,38.09664,6,27223.66,medium,81.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,30.691648214285713,14,87063.35,medium,79.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,0.0,12,34001.9,low,77.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,0.0,4,9067.51,low,79.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,0.0,1,9744.18,low,78.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,186.13091828571427,7,57116.32,high,75.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,2.942741857142857,7,23986.34,medium,81.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,7.0071111111111115,27,87066.1,medium,83.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,0.0,3,20013.89,low,80.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,58.873160266666666,15,86914.37,medium,79.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,70.21431884615384,13,39912.96,medium,75.0,Extreme Greed,90,90
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,0.028997896551724137,29,134989.44,medium,79.0,Extreme Greed,90,90
